1476.388428,2134.023682,102.137466,-0.071679,0.000000,2.045468
1526.243774,2068.494629,137.331284,0.000000,-0.000000,0.000000
1555.365234,2408.581299,107.694893,0.065700,0.000000,-0.111188
1520.691772,2633.592041,119.287415,0.000131,0.000131,0.000130
1727.531250,2719.187500,110.127983,0.000000,0.000000,-0.628318
1744.297485,3146.939941,103.514717,0.000000,-0.000000,0.436333
1422.271484,3228.764893,106.869522,-0.000010,-0.000010,1.919853
1186.410522,3396.399170,109.149345,-0.094835,-0.000000,0.934172
1292.440186,3308.785645,116.946533,0.004422,-0.000000,-1.396504
1385.312500,3382.533691,129.730255,-0.007809,0.000000,0.005206
1300.472168,3504.506592,162.507782,-0.068724,0.000000,1.357102
1571.304443,3304.701416,101.879166,-0.480613,0.000000,3.102735
